id_loan,orig_dti,orig_ltv,state,orig_upb,Act_endg_upb,cpn_gap,summer,period_end,prepay,period_begin
F103Q2134942,47,61,WA,125000,112376.19,1.09,1,60,0,0
F103Q2134955,22,80,NC,117000,0,0.61,0,34,1,0
F103Q2134967,30,95,WI,85000,78108.72,1.09,1,60,0,0
F103Q2134968,46,95,CO,113000,0,0.1,1,38,1,0
F103Q2134981,26,75,WA,104000,0,0.98,0,10,1,0
F103Q2134983,26,55,PA,98000,90894.44,1.22,1,60,0,0
F103Q2134988,30,23,CA,120000,0,0.87,0,22,1,0
F103Q2134999,42,23,VT,100000,89364.03,1.22,1,60,0,0
F103Q2135008,37,70,CA,314000,0,0.59,1,25,1,0
F103Q2135020,25,53,WI,120000,0,1.65,1,1,1,0
F103Q2135023,33,85,WI,104000,0,1.17,1,27,1,0
F103Q2135029,46,62,MN,175000,162812.44,1.34,1,60,0,0
F103Q2135035,19,80,OK,74000,69331.51,1.59,1,60,0,0
F103Q2135038,35,80,TX,66000,58219.42,1.34,1,60,0,0
F103Q2135049,32,80,WI,66000,61489.16,1.09,1,60,0,0
F103Q2135069,45,85,IL,121000,0,1.08,1,26,1,0
F103Q2135073,38,85,GA,250000,228775.74,1.09,1,60,0,0
F103Q2135078,40,90,OH,137000,126737.79,1.72,1,60,0,0
F103Q2135080,22,75,PA,100000,93114.75,1.47,1,60,0,0
F103Q2135081,39,75,OH,75000,69642.53,1.59,1,60,0,0
F103Q2135129,47,90,OK,270000,250831.44,1.34,1,60,0,0
F103Q2135131,40,79,OK,132000,0,0.67,1,15,1,0
F103Q2135132,18,49,OK,119000,110258.96,1.47,1,60,0,0
F103Q2136383,42,78,VA,178000,0,1.14,0,21,1,0
F103Q2136466,30,76,IL,171000,159335.75,1.59,1,60,0,0
F103Q2136484,34,51,CA,275000,237477.19,1.59,1,60,0,0
F103Q2136487,24,67,OK,64000,59141.63,1.72,1,60,0,0
F103Q2136493,47,57,WI,110000,0,1.01,0,18,1,0
F103Q2136506,35,60,ME,87000,80919,1.47,1,60,0,0
F103Q2136531,25,73,IL,53000,0,0.12,1,39,1,0
F103Q2136537,30,95,OH,94000,86767.15,1.59,1,60,0,0
F103Q2136538,25,80,OH,188000,174910.1,1.47,1,60,0,0
F103Q2136539,32,75,OH,86000,79430.36,1.34,1,60,0,0
F103Q2136561,43,90,IN,142000,131762.05,1.47,1,60,0,0
F103Q2136563,32,79,IN,67000,0,1.18,0,6,1,0
F103Q2136583,35,51,NM,74000,0,0.77,0,45,1,0
F103Q2136586,22,83,KS,69000,0,1.25,0,31,1,0
F103Q2136589,22,80,OK,112000,92112.49,1.47,1,60,0,0
F103Q2136593,26,80,OK,75000,69711,1.59,1,60,0,0
F103Q2136599,32,76,NM,158000,0,1.67,1,27,1,0
F103Q2136605,19,57,OK,165000,0,1.53,1,2,1,0
F103Q2136607,39,90,AR,93000,86252.83,1.47,1,60,0,0
F103Q2136617,17,89,MO,90000,75783.5,1.47,1,60,0,0
F103Q2136622,45,97,CO,95000,0,1.37,0,22,1,0
F103Q2136633,21,49,AL,275000,255476.39,1.34,1,60,0,0
F103Q2136635,25,84,WV,132000,0,0.74,0,44,1,0
F103Q2136637,39,60,OH,96000,0,0.19,0,41,1,0
F103Q2136639,45,80,MN,282000,0,0.79,0,17,1,0
F103Q2136656,27,77,OH,104000,94691.93,1.59,1,60,0,0
F103Q2136665,49,45,IL,183000,169948.13,1.34,1,60,0,0
F103Q2136669,38,85,UT,200000,0,0.12,1,39,1,0
F103Q2136679,24,35,IA,61000,56390.59,1.34,1,60,0,0
F103Q2136700,26,80,PA,212000,195831.44,1.59,1,60,0,0
F103Q2136705,47,75,MI,152000,0,1.39,0,21,1,0
F103Q2136747,49,95,IN,70000,65105.04,1.47,1,60,0,0
F103Q2136754,36,84,MI,106000,97712.18,1.59,1,60,0,0
F103Q2136758,35,80,NY,50000,47037.12,1.72,1,60,0,0
F103Q2136763,46,93,VA,171000,159199.86,1.47,1,60,0,0
F103Q2136789,30,80,MA,232000,0,1.53,1,12,1,0
F103Q2136808,43,94,IL,135000,0,1.31,0,19,1,0
F103Q2136809,22,80,MA,235000,0,0.84,0,55,1,0
F103Q2136831,39,80,VA,280000,0,1.81,1,13,1,0
F103Q2136844,34,80,KS,113000,104354.25,1.47,1,60,0,0
F103Q2136848,40,80,OH,164000,152356.94,1.34,1,60,0,0
F103Q2136875,36,33,IN,230000,214332.13,1.59,1,60,0,0
F103Q2136894,42,95,ME,125000,0,1.25,0,11,1,0
F103Q2136896,29,54,AZ,110000,101697.52,1.59,1,60,0,0
F103Q2136914,30,89,TX,46000,42226.84,1.09,1,60,0,0
F103Q2136925,48,75,MI,141000,130692.46,0.97,1,60,0,0
F103Q2136926,50,90,IN,65000,58698.51,1.47,1,60,0,0
F103Q2136931,31,88,GA,126000,116735.46,1.34,1,60,0,0
F103Q2136934,31,90,FL,86000,77230.73,1.47,1,60,0,0
F103Q2136938,33,90,MI,78000,0,1.33,1,26,1,0
F103Q2136954,24,80,KY,246000,226509.12,1.22,1,60,0,0
F103Q2136956,29,72,IL,100000,0,0.92,0,33,1,0
F103Q2136961,51,67,MO,156000,144888.13,1.34,1,60,0,0
F103Q2136962,30,83,NC,85000,78814.81,1.47,1,60,0,0
F103Q2136964,31,95,FL,119000,110106.47,1.34,1,60,0,0
F103Q2136966,54,72,FL,78000,0,1.37,0,31,1,0
F103Q2136971,20,80,FL,240000,218017.15,1.09,1,60,0,0
F103Q2137004,47,50,SC,322000,0,1.16,0,7,1,0
F103Q2137008,50,89,IL,123000,115332.6,2.09,1,60,0,0
F103Q2137013,56,50,SC,274000,0,1.09,1,24,1,0
F103Q2137015,49,95,SC,83000,75628.36,1.84,1,60,0,0
F103Q2137042,33,80,MD,161000,0,1.41,1,12,1,0
F103Q2137061,21,70,IN,99000,92197.12,1.22,1,60,0,0
F103Q2137064,26,95,MI,161000,0,1.53,1,2,1,0
F103Q2137067,30,54,MI,112000,103745.94,1.47,1,60,0,0
F103Q2137097,42,78,IL,139000,129294.8,1.34,1,60,0,0
F103Q2137106,28,80,KY,138000,0,1.35,0,10,1,0
F103Q2137107,18,80,IN,250000,232613.21,1.47,1,60,0,0
F103Q2137125,37,90,VA,127000,0,1.37,0,31,1,0
F103Q2137130,46,69,SD,154000,0,0.65,0,29,1,0
F103Q2137132,29,80,PA,228000,210439.54,0.84,1,60,0,0
F103Q2137142,25,47,IL,240000,220093.18,0.84,1,60,0,0
F103Q2137198,20,80,CO,150000,138139.66,0.84,1,60,0,0
F103Q2137224,27,76,MN,288000,266261.85,0.97,1,60,0,0
F103Q2137226,26,92,WY,159000,0,0.41,0,17,1,0
F103Q2137335,42,77,ND,155000,143300.5,0.97,1,60,0,0
F103Q2137337,10,80,CO,225000,208352.7,0.97,1,60,0,0
F103Q2137353,46,61,IL,152000,139643.87,0.97,1,60,0,0
F103Q2137389,15,78,NJ,133000,0,-0.15,1,38,1,0
F103Q2137390,25,79,NC,200000,144473.59,0.97,1,60,0,0
F103Q2137391,25,80,VA,282000,245298.66,0.97,1,60,0,0
F103Q2137408,30,80,UT,152000,132292.71,0.97,1,60,0,0
F103Q2137437,45,80,TX,190000,167541.64,0.97,1,60,0,0
F103Q2137499,32,79,OR,134000,124006.87,1.09,1,60,0,0
F103Q2137513,26,70,VA,95000,0,1.47,0,28,1,0
F103Q2137521,21,78,AZ,145000,0,0.74,0,57,1,0
F103Q2137523,14,66,ME,58000,0,0.53,0,16,1,0
F103Q2137526,33,80,UT,142000,0,0.53,1,50,1,0
F103Q2137533,44,71,CA,188000,174652.94,1.34,1,60,0,0
F103Q2137540,51,64,CA,218000,201869.65,1.09,1,60,0,0
F103Q2137542,42,80,WV,133000,0,1.81,1,13,1,0
F103Q2137543,41,79,ME,127000,117978.35,1.47,1,60,0,0
F103Q2137558,25,69,CO,225000,0,0.59,1,25,1,0
F103Q2137560,12,65,CO,125000,0,0.92,1,27,1,0
F103Q2137585,29,59,OH,41000,38608.02,2.09,1,60,0,0
F103Q2137595,28,60,IL,57000,51903.22,1.47,1,60,0,0
F103Q2137612,23,78,NY,312000,0,1.25,1,14,1,0
F103Q2137620,30,68,CA,220000,0,1.16,1,12,1,0
F103Q2137626,15,51,NH,159000,0,0.61,1,37,1,0
F103Q2137636,24,76,VA,82000,75732.5,1.34,1,60,0,0
F103Q2137639,33,80,VA,160000,142956.11,1.09,1,60,0,0
F103Q2137664,35,64,CA,210000,0,0.42,1,15,1,0
F103Q2137665,32,53,CA,211000,0,1.19,0,9,1,0
F103Q2137666,17,36,CA,300000,0,1.84,1,3,1,0
F103Q2137667,31,77,CO,178000,165620.66,1.47,1,60,0,0
F103Q2137670,47,70,CA,304000,0,2.09,0,4,1,0
F103Q2137687,35,59,CA,242000,0,0.35,1,38,1,0
F103Q2137692,14,52,CA,150000,137397.27,1.47,1,60,0,0
F103Q2137708,35,70,MN,235000,215014.68,0.84,1,60,0,0
F103Q2137720,25,95,IL,100000,0,0.01,1,48,1,0
F103Q2137724,24,80,KY,140000,129432.88,0.97,1,60,0,0
F103Q2137732,23,74,CO,103000,95605.17,1.22,1,60,0,0
F103Q2137749,44,80,VA,133000,122566.94,0.97,1,60,0,0
F103Q2137753,37,54,VA,296000,0,1.5,0,11,1,0
F103Q2137756,40,80,FL,212000,0,1.39,0,23,1,0
F103Q2137757,21,80,VA,234000,0,0.74,1,37,1,0
F103Q2137758,37,90,VA,266000,247179.02,1.59,1,60,0,0
F103Q2137768,34,73,VA,106000,0,2.06,1,13,1,0
F103Q2137770,25,71,VA,154000,0,1.29,0,17,1,0
F103Q2137772,34,66,VA,300000,0,1.91,1,2,1,0
F103Q2137773,24,85,IL,88000,79869.14,1.84,1,60,0,0
F103Q2137800,33,80,CA,275000,0,1.47,1,60,1,0
F103Q2137826,37,76,OH,313000,0,1.25,0,22,1,0
F103Q2137828,38,97,MO,184000,0,0.65,0,16,1,0
F103Q2137829,36,80,MA,218000,0,0.93,0,6,1,0
F103Q2137837,31,76,MO,163000,151663.85,1.47,1,60,0,0
F103Q2137856,37,80,GA,323000,0,1.37,0,11,1,0
F103Q2137859,38,86,OH,162000,150105.13,1.47,1,60,0,0
F103Q2137864,51,80,IL,233000,0,0.64,1,48,1,0
F103Q2137867,43,80,NH,249000,0,0.91,0,17,1,0
F103Q2137889,38,80,NJ,260000,241824.9,1.47,1,60,0,0
F103Q2137890,21,79,MN,210000,195493.05,1.47,1,60,0,0
F103Q2137905,37,80,MN,216000,0,1.13,0,18,1,0
F103Q2137915,38,80,MN,187000,0,1.17,0,30,1,0
F103Q2137927,26,46,MN,164000,152116.2,1.47,1,60,0,0
F103Q2137943,31,74,IL,169000,0,1.29,1,27,1,0
F103Q2137951,37,80,IN,179000,0,1.41,1,12,1,0
F103Q2137963,17,90,AL,167000,148099.4,1.47,1,60,0,0
F103Q2138020,35,70,CA,255000,0,1.28,1,12,1,0
F103Q2138068,35,70,WY,189000,0,0.07,0,53,1,0
F103Q2138072,43,65,NH,177000,164433.69,1.34,1,60,0,0
F103Q2138077,41,65,CO,323000,0,1.25,0,11,1,0
F103Q2138078,19,70,OK,251000,233180.41,1.34,1,60,0,0
F103Q2138088,42,43,MA,185000,171858.01,1.34,1,60,0,0
F103Q2138092,16,37,CO,300000,0,0.59,0,55,1,0
F103Q2138093,44,80,CO,318000,0,1.12,0,22,1,0
F103Q2138115,24,84,CO,180000,167220.46,1.34,1,60,0,0
F103Q2138116,11,80,NJ,320000,0,1.41,1,2,1,0
F103Q2138119,34,67,TX,323000,0,1.41,1,2,1,0
F103Q2138128,25,63,FL,280000,259142.38,1.34,1,60,0,0
F103Q2138129,50,55,MA,230000,0,1.42,0,5,1,0
F103Q2138130,27,69,CO,235000,0,1.84,1,3,1,0
F103Q2138135,39,76,MD,211000,0,0.74,0,34,1,0
F103Q2138145,35,80,MI,249000,229422.51,1.34,1,60,0,0
F103Q2138152,38,76,UT,188000,174251.28,1.34,1,60,0,0
F103Q2138163,34,69,MO,155000,143995.79,1.34,1,60,0,0
F103Q2138166,21,73,IA,234000,216939.49,1.34,1,60,0,0
F103Q2138170,32,80,NE,200000,185793.89,1.34,1,60,0,0
F103Q2138178,28,80,SD,323000,299790.25,1.34,1,60,0,0
F103Q2138205,42,80,MN,186000,0,0.65,1,49,1,0
F103Q2138210,32,79,WA,323000,0,0.84,1,25,1,0
F103Q2138224,28,80,CT,175000,162836.23,1.34,1,60,0,0
F103Q2138243,37,75,GA,323000,0,1.25,0,11,1,0
F103Q2138264,40,80,OH,290000,268928.49,1.34,1,60,0,0
F103Q2138278,38,46,MN,183000,169636.78,1.34,1,60,0,0
F103Q2138287,40,78,IL,270000,250592.35,1.34,1,60,0,0
F103Q2138359,46,80,UT,154000,142233.9,1.34,1,60,0,0
F103Q2138441,23,73,MA,303000,0,1.25,0,11,1,0
F103Q2138456,42,55,MA,275000,254728.95,1.22,1,60,0,0
F103Q2138458,46,95,UT,181000,0,1.16,1,12,1,0
F103Q2138468,25,73,MD,191000,176857.96,1.22,1,60,0,0
F103Q2138480,28,80,CT,156000,144446.52,1.09,1,60,0,0
F103Q2138500,27,80,MD,200000,185274.21,1.22,1,60,0,0
F103Q2138502,25,76,GA,254000,0,1.4,1,1,1,0
F103Q2138525,34,70,GA,323000,0,0.42,1,15,1,0
F103Q2138529,39,68,CT,322000,296458.03,1.22,1,60,0,0
F103Q2138537,65,68,VA,323000,298186.03,1.09,1,60,0,0
F103Q2138546,32,84,MN,171000,0,0.4,0,16,1,0
F103Q2138552,24,80,MO,196000,180914.2,1.22,1,60,0,0
F103Q2138562,38,65,MN,154000,143025.27,1.22,1,60,0,0
F103Q2138563,20,62,IL,190000,0,0.92,0,30,1,0
F103Q2138577,34,80,MO,280000,259709.52,1.22,1,60,0,0
F103Q2138579,27,70,OH,225000,195159.44,1.09,1,60,0,0
F103Q2138584,34,84,CO,184000,171186.63,1.22,1,60,0,0
F103Q2138596,37,62,FL,323000,0,0.87,0,31,1,0
F103Q2138598,24,80,UT,308000,274904.55,1.22,1,60,0,0
F103Q2138606,51,70,MD,252000,0,-0.05,0,53,1,0
F103Q2138619,29,75,MA,194000,178936.63,1.09,1,60,0,0
F103Q2138670,45,50,MN,160000,136631.63,1.09,1,60,0,0
F103Q2138671,32,47,MO,157000,136688.68,1.22,1,60,0,0
F103Q2138673,31,66,MA,280000,255711.79,1.22,1,60,0,0
F103Q2138677,28,79,IL,250000,231883.02,1.22,1,60,0,0
F103Q2138685,36,69,WI,323000,270346.12,1.22,1,60,0,0
F103Q2138689,16,70,IA,164000,145905.92,1.22,1,60,0,0
F103Q2138721,32,74,WA,180000,167207.84,1.22,1,60,0,0
F103Q2138739,32,68,MI,185000,171406.78,1.22,1,60,0,0
F103Q2138756,22,80,MN,184000,169204.19,1.22,1,60,0,0
F103Q2138764,41,80,AL,207000,0,-0.08,0,52,1,0
F103Q2138767,47,80,OH,192000,164546.47,1.09,1,60,0,0
F103Q2138780,25,80,WI,178000,165101.04,1.22,1,60,0,0
F103Q2138781,36,85,WA,154000,129602.75,1.09,1,60,0,0
F103Q2138788,24,64,WI,277000,252793.25,1.22,1,60,0,0
F103Q2138790,20,80,MN,183000,0,1.96,0,4,1,0
F103Q2138814,49,80,MN,294000,272695.14,1.22,1,60,0,0
F103Q2138817,31,80,WI,207000,0,0.98,0,10,1,0
F103Q2138844,49,80,WA,202000,0,0.83,1,26,1,0
F103Q2138864,21,64,IL,198000,0,1.16,1,2,1,0
F103Q2138880,41,54,KY,323000,0,1.16,1,12,1,0
F103Q2138942,19,65,PA,250000,0,1.71,1,3,1,0
F103Q2138948,30,80,WA,320000,284289.2,1.22,1,60,0,0
F103Q2138955,25,80,MN,191000,177058.99,1.09,1,60,0,0
F103Q2138959,26,65,WI,162000,150296.32,1.09,1,60,0,0
F103Q2138974,28,73,PA,323000,0,0.92,0,30,1,0
F103Q2138976,55,80,WA,300000,277811.64,1.09,1,60,0,0
F103Q2138980,44,80,CA,200000,0,1.09,1,24,1,0
F103Q2139017,20,74,MN,233000,216115.48,1.22,1,60,0,0
F103Q2139030,29,73,VT,199000,172854.85,1.09,1,60,0,0
F103Q2139037,35,60,PA,321000,294611.25,1.22,1,60,0,0
F103Q2139075,36,80,GA,75000,69523.86,0.97,1,60,0,0
F103Q2139091,37,79,VT,322000,298232.88,1.34,1,60,0,0
F103Q2139096,38,80,ME,162000,150300.94,1.47,1,60,0,0
F103Q2139111,50,76,VA,224000,0,1.27,0,23,1,0
F103Q2139119,26,95,IL,233000,0,1.92,0,5,1,0
F103Q2139132,43,70,RI,162000,0,1.12,1,14,1,0
F103Q2139146,37,79,NH,99000,0,1.3,0,6,1,0
F103Q2139151,47,45,MA,103000,0,0.65,0,29,1,0
F103Q2139156,32,59,MA,103000,0,-0.01,1,39,1,0
F103Q2139159,19,61,MN,180000,166686.48,1.09,1,60,0,0
F103Q2139167,26,80,CT,198000,184189.83,1.34,1,60,0,0
F103Q2139181,19,71,IL,188000,174377.87,1.47,1,60,0,0
F103Q2139194,34,57,CA,154000,0,0.36,1,37,1,0
F103Q2139224,45,95,IL,168000,157654.79,2.47,1,60,0,0
F103Q2139226,46,59,WI,208000,139564.02,1.22,1,60,0,0
F103Q2139235,25,62,MD,80000,0,1.37,0,22,1,0
F103Q2139236,25,62,MD,80000,0,1.37,0,22,1,0
F103Q2139243,29,69,OH,110000,102190.67,1.34,1,60,0,0
F103Q2139244,26,78,OH,122000,112754.81,1.34,1,60,0,0
F103Q2139250,21,49,MI,53000,0,0.07,0,41,1,0
F103Q2139253,21,80,OH,107000,99589.47,1.34,1,60,0,0
F103Q2139254,38,53,PA,230000,210725.86,0.84,1,60,0,0
F103Q2139265,20,69,PA,108000,94775.68,1.72,1,60,0,0
F103Q2139266,49,71,PA,103000,0,1.5,0,22,1,0
F103Q2139270,40,80,PA,90000,83861.58,1.47,1,60,0,0
F103Q2139282,34,79,WI,230000,0,2.34,0,4,1,0
F103Q2139285,19,64,VT,60000,0,1.62,0,22,1,0
F103Q2139288,61,80,ME,188000,0,0.99,0,34,1,0
F103Q2139295,44,65,VT,89000,0,1.42,1,27,1,0
F103Q2139308,14,67,VT,153000,121813.16,1.47,1,60,0,0
F103Q2139316,38,80,IN,156000,0,1.01,0,18,1,0
F103Q2139328,46,69,AL,246000,228535.47,1.34,1,60,0,0
F103Q2139329,35,93,MI,123000,113985.42,1.59,1,60,0,0
F103Q2139331,45,69,IA,117000,108693.73,1.34,1,60,0,0
F103Q2139335,34,62,IN,40000,37493.95,2.09,1,60,0,0
F103Q2139356,35,69,IL,38000,34925.3,1.84,1,60,0,0
F103Q2139357,45,80,IN,135000,125611.06,1.47,1,60,0,0
F103Q2139371,17,74,WI,152000,0,0.27,0,53,1,0
F103Q2139375,22,80,MO,73000,68213.65,1.59,1,60,0,0
F103Q2139393,20,70,MO,97000,89648.98,1.34,1,60,0,0
F103Q2139394,51,90,MO,65000,60617.72,1.34,1,60,0,0
F103Q2139406,11,80,ME,56000,52185.14,1.59,1,60,0,0
F103Q2139414,29,92,MA,285000,264495.66,1.47,1,60,0,0
F103Q2139431,30,84,NM,60000,55687.11,1.47,1,60,0,0
F103Q2139433,32,95,IN,161000,0,0.59,1,51,1,0
F103Q2139436,31,95,PA,81000,75147.01,1.47,1,60,0,0
F103Q2139455,49,85,IA,71000,66360.25,1.47,1,60,0,0
F103Q2139473,38,75,WI,119000,110436.02,1.34,1,60,0,0
F103Q2139480,27,80,IL,87000,81102.25,1.47,1,60,0,0
F103Q2139484,30,60,MT,42000,36204.33,1.09,1,60,0,0
F103Q2139488,14,80,KY,84000,0,0.91,1,36,1,0
F103Q2139489,31,64,CA,175000,0,0.26,1,48,1,0
F103Q2139492,32,80,MD,200000,0,0.84,1,25,1,0
F103Q2139493,22,67,CA,316000,280566.15,1.22,1,60,0,0
F103Q2139494,23,90,KS,119000,96581.08,1.47,1,60,0,0
F103Q2139495,18,88,KS,41000,38148.65,1.47,1,60,0,0
F103Q2139497,35,72,IL,155000,144274.58,1.34,1,60,0,0
F103Q2139537,39,75,KY,60000,55487.46,1.47,1,60,0,0
F103Q2139538,23,90,TN,85000,78822.14,1.34,1,60,0,0
F103Q2139544,17,95,IN,73000,0,0.98,0,10,1,0
F103Q2139553,20,53,NH,81000,74666.08,1.22,1,60,0,0
F103Q2139584,46,95,SC,112000,0,0.41,1,36,1,0
F103Q2139588,32,41,KY,57000,51554.83,1.47,1,60,0,0
F103Q2139601,23,95,SC,113000,0,0.53,1,49,1,0
F103Q2139603,42,48,FL,62000,0,1.29,1,27,1,0
F103Q2139615,39,61,SC,100000,0,0.75,1,14,1,0
F103Q2139617,44,80,GA,112000,100195.97,1.47,1,60,0,0
F103Q2139619,19,80,IN,94000,81578.72,1.59,1,60,0,0
F103Q2139626,56,43,NV,68000,17643.84,1.59,1,60,0,0
F103Q2139630,24,77,IL,184000,0,2.34,0,4,1,0
F103Q2139642,32,90,MD,97000,0,1.42,1,27,1,0
F103Q2139644,41,80,MN,184000,0,0.79,1,15,1,0
F103Q2139647,35,46,MD,120000,0,1.92,0,59,1,0
F103Q2139655,20,60,IL,140000,129730.73,1.08,1,60,0,0
F103Q2139667,21,80,WI,222000,203198.99,1.09,1,60,0,0
F103Q2139670,29,78,WI,105000,96313.42,0.97,1,60,0,0
F103Q2139672,37,80,MI,62000,56950.64,0.97,1,60,0,0
F103Q2139690,36,50,IL,80000,0,0.61,0,56,1,0
F103Q2139696,28,83,AZ,111000,0,1.25,0,22,1,0
F103Q2139699,36,80,PA,257000,236927.16,1.47,1,60,0,0
F103Q2139702,42,69,NY,77000,71458.96,1.47,1,60,0,0
F103Q2139710,42,95,NY,47000,44103.47,1.47,1,60,0,0
F103Q2139721,43,70,AK,231000,214600.64,1.34,1,60,0,0
F103Q2139738,36,92,UT,93000,85016.4,1.09,1,60,0,0
F103Q2139755,29,80,MO,92000,85853.08,1.84,1,60,0,0
F103Q2139763,50,80,CO,164000,152356.95,1.34,1,60,0,0
F103Q2139770,58,74,NE,176000,0,0.71,1,26,1,0
F103Q2139771,21,80,NE,96000,88188.33,1.22,1,60,0,0
F103Q2139772,41,70,MO,100000,0,0.79,0,17,1,0
F103Q2139775,43,80,MO,72000,66893.79,1.47,1,60,0,0
F103Q2139778,20,80,MI,72000,66026.9,0.84,1,60,0,0
F103Q2139781,42,81,ND,107000,0,0.75,0,47,1,0
F103Q2139783,29,80,IL,231000,210344.14,0.95,1,60,0,0
F103Q2139784,41,94,IL,122000,0,0.86,0,57,1,0
F103Q2139786,25,70,MI,131000,0,1.36,0,20,1,0
F103Q2139789,14,65,IL,42000,38948.71,1.47,1,60,0,0
F103Q2139790,28,62,WI,173000,0,1.34,1,24,1,0
F103Q2139800,36,93,VA,106000,98778.79,1.59,1,60,0,0
F103Q2139802,49,79,WI,323000,0,0.78,1,12,1,0
F103Q2139806,37,80,PA,47000,43810.49,2.09,1,60,0,0
F103Q2139808,42,90,MD,165000,152137.73,1.59,1,60,0,0
F103Q2139813,21,80,VA,134000,0,0.64,1,48,1,0
F103Q2139819,46,80,MI,83000,0,1,0,11,1,0
F103Q2139823,20,35,IN,55000,50687.81,1.47,1,60,0,0
F103Q2139825,40,95,WI,155000,143386.62,0.97,1,60,0,0
F103Q2139830,30,47,NJ,143000,133054.89,1.47,1,60,0,0
F103Q2139844,35,49,MA,135000,0,0.84,0,46,1,0
F103Q2139852,33,69,NH,160000,0,1.39,0,23,1,0
F103Q2139866,31,27,CA,197000,181071.69,1.22,1,60,0,0
F103Q2139872,44,80,NY,104000,0,1.15,0,29,1,0
F103Q2139901,38,80,NH,246000,0,1.37,0,11,1,0
F103Q2139903,48,95,MA,128000,0,0.3,0,52,1,0
F103Q2139905,47,58,MA,130000,0,1.48,0,20,1,0
F103Q2139914,36,59,SC,180000,166005.54,0.97,1,60,0,0
F103Q2139927,45,89,CO,252000,233011.72,1.34,1,60,0,0
F103Q2139972,25,43,CA,318000,294208.78,1.34,1,60,0,0
F103Q2139998,30,97,TX,174000,161576.75,1.22,1,60,0,0
F103Q2139999,35,72,TX,249000,0,0.98,0,10,1,0
F103Q2140023,22,95,NM,123000,114734.26,1.72,1,60,0,0
F103Q2140060,35,69,MA,215000,0,1.84,1,3,1,0
F103Q2140061,53,73,MA,300000,0,1.03,0,7,1,0
F103Q2140076,43,70,PA,130000,0,0.96,1,26,1,0
F103Q2140077,50,75,OH,113000,104676.12,1.47,1,60,0,0
F103Q2140098,41,80,IL,134000,0,1.26,0,21,1,0
F103Q2140103,31,80,CT,240000,0,1.16,1,12,1,0
F103Q2140108,41,46,MI,170000,157334.4,1.09,1,60,0,0
F103Q2140152,44,37,MA,150000,0,1.29,0,30,1,0
F103Q2140188,48,54,MA,225000,209017.13,1.47,1,60,0,0
F103Q2140189,59,60,MA,225000,0,0.79,1,27,1,0
F103Q2140194,36,74,KY,189000,168652.35,1.34,1,60,0,0
F103Q2140195,41,70,CT,171000,0,1.23,0,10,1,0
F103Q2140198,50,69,CT,245000,226797.56,1.09,1,60,0,0
F103Q2140242,23,61,CA,260000,0,0.49,0,44,1,0
F103Q2140264,30,52,FL,181000,153987.44,1.22,1,60,0,0
F103Q2140265,39,80,FL,120000,0,0.67,1,15,1,0
F103Q2140274,49,80,CO,148000,137706.97,1.47,1,60,0,0
F103Q2140281,9,52,CT,175000,162576.24,1.34,1,60,0,0
F103Q2140284,29,88,CT,132000,0,0.19,0,41,1,0
F103Q2140292,56,40,CT,143000,132173.69,1.22,1,60,0,0
F103Q2140297,45,78,CT,171000,158859.65,1.34,1,60,0,0
F103Q2140298,28,80,CT,189000,167131.11,1.34,1,60,0,0
F103Q2140303,18,68,PA,189000,140768.87,1.47,1,60,0,0
F103Q2140318,46,54,IL,323000,299790.25,1.34,1,60,0,0
F103Q2140328,32,79,FL,130000,120628.89,1.22,1,60,0,0
F103Q2140338,40,59,CA,225000,208648.84,1.22,1,60,0,0
F103Q2140340,38,43,CA,199000,160008.99,1.34,1,60,0,0
F103Q2140370,28,60,CA,255000,0,1.66,1,2,1,0
F103Q2140386,48,80,KY,130000,0,1.38,0,18,1,0
F103Q2140395,35,49,CA,229000,0,1.42,1,27,1,0
F103Q2140396,27,48,CA,180000,167738.37,1.59,1,60,0,0
F103Q2140399,42,35,WA,157000,144571.73,1.34,1,60,0,0
F103Q2140401,46,90,VA,233000,0,1.12,0,22,1,0
F103Q2140404,27,80,WA,196000,169540.83,1.34,1,60,0,0
F103Q2140405,41,70,CA,234000,216631.76,1.09,1,60,0,0
F103Q2140420,35,79,NY,180000,165989.9,0.97,1,60,0,0
F103Q2140421,20,89,VA,105000,97316.4,1.34,1,60,0,0
F103Q2140422,48,67,AL,90000,83610.29,1.34,1,60,0,0
F103Q2140427,37,78,FL,107000,0,0.99,0,58,1,0
F103Q2140434,47,44,CO,274000,0,1.04,0,30,1,0
F103Q2140439,65,43,CA,165000,153043.43,1.22,1,60,0,0
F103Q2140441,22,78,KS,112000,99224.78,0.97,1,60,0,0
F103Q2140475,25,84,PA,164000,0,1.1,0,10,1,0
F103Q2140485,38,76,NJ,175000,0,1.19,0,19,1,0
F103Q2140488,30,62,VA,260000,169762.48,1.34,1,60,0,0
F103Q2140491,30,94,VA,231000,0,0.05,0,52,1,0
F103Q2140495,40,95,FL,148000,0,1.46,1,26,1,0
F103Q2140507,37,87,TX,220000,0,1.36,0,57,1,0
F103Q2140521,28,80,GA,167000,0,1.72,1,24,1,0
F103Q2140525,26,65,GA,205000,0,2.03,1,2,1,0
F103Q2140531,19,68,VA,215000,0,1.15,0,16,1,0
F103Q2140535,38,80,GA,264000,0,1.73,0,10,1,0
F103Q2140544,34,90,SC,72000,67288.6,1.84,1,60,0,0
